,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,syndrome_id
0,-0.2176651120780438,1.8210378420445081,4.057506531440175,-6.233928933914069,-1.2221640783761967,-6.435707263754076,4.302838560359893,-2.9613888182095396,-0.5080228211502306,0.9038901190005945,-0.5312249108229297,3.931917593391978,-0.3478197017607452,-2.044310609249608,-4.585782501735857,-1.2926414245588003,4.001001403962002,2.7400662657494297,-1.938263881849238,-2.009807933334608,300000082
1,5.102476550337077,4.9843178686534095,6.903577968494128,-7.01748962348749,3.9215397670188423,-6.920342405031688,3.2556038195746804,-1.0788999962750034,2.998197219894108,-0.7242899084131322,3.330608912833343,2.11607697029127,2.8431238487074078,1.3018442190208852,0.004142045569933366,3.6881280423501046,1.3441783927276738,1.7409912232555613,-1.5371564908759265,3.4458051828250444,300000082
2,-1.3097121265904945,0.7886795662516578,1.6121342855645482,-1.595388440403411,0.42136289731533094,1.497399131108867,2.0850462472050166,2.048742870249674,-2.1255459124825435,2.236250407593404,-0.04849603500544119,3.451396560989012,-1.84494451426955,0.4215945306423613,-2.567333914046821,-2.0671156018108747,0.9383697931519513,-1.8139671534438566,-0.6575136353025165,0.4446661466582392,300000082
3,0.9784989330265268,-0.4609375492068212,4.849045886408839,-3.488189927977484,0.7260417933739869,1.1184206569668516,3.621247962197023,-2.9466962562776136,-1.576873134539208,2.0552496229381547,5.47207125276498,-4.162005863288906,-2.9652327208890905,-1.3907001615590424,-0.7054005902554434,1.8771557709661688,-0.8120093830974244,-5.33856931930367,-2.9178758898377617,-1.7170983487550942,300000082
4,1.1130481041241242,-2.3784578409575414,9.145539330545178,-1.560121275684719,-0.1350879552970279,-1.5678010241890228,1.864561599033511,-0.6919945572683883,1.3211079106095012,4.500896595960519,-0.6057391857793376,-3.2499598333878494,0.4305790742191158,-0.9142125780356953,-1.5055650223473085,7.998764971408426,0.6985135362948685,0.48433961659010455,-0.13155473168327736,1.8737817354925845,300000082
5,2.380643797341814,0.25818131806728867,2.3939705531518145,-2.0420580618336928,-3.3425671727108295,-1.8619261491683465,1.9664151647737889,-3.2931158338559574,1.83542296322166,6.931356838208988,0.41872593869739494,4.221452673902051,-0.9240908374713647,-1.9955444593740799,-3.344952375312597,2.959383975916076,-2.63482025098558,-0.9106658882065649,1.728537427592055,-0.12592602667064415,300000082
6,-2.378232779740489,2.071115606734425,2.733930022668283,-6.191774287560576,2.3976551181923633,-3.910692244669568,-1.7519758573121373,-2.226921408300359,1.4887179250086031,-0.8151483024356648,-1.9065892104254483,1.3898493865491937,0.5382742743336218,1.611664394850193,-2.197015352908817,-0.16204115856567336,0.27363884891629703,0.7874239527995133,-1.1066904246589102,-2.5637211937619657,300000082
7,0.1414876270171687,-3.4718879020711855,6.201122214366405,-3.3573559492046647,-1.3907936057950832,1.1418996481327497,4.467352767583149,0.0004623034079172732,-1.010418370089335,3.7812887881692685,0.7764033306952993,2.518672978861203,-2.2176384407893064,2.0421735495697626,-3.710914880932448,0.9418188212999238,-0.1743385926469806,-1.0255826934582002,-0.849285248714576,-4.894371314161659,300000082
8,-2.817071351331815,-0.6461746721444656,12.533642413051462,-7.007941069983241,-1.4027936416167373,-4.372881146318205,0.30708395306864106,-0.7504507094174359,1.3317373014756009,3.902740598316792,1.0235682269918898,5.370134732710466,-0.8725417689923302,1.2512229827608257,1.7055222182660146,2.7432617524282668,0.73527059264643,-2.090071724717662,1.0691413065106166,1.8387970575889723,300000082
9,-4.165037866928121,-0.5676624060046089,1.4866503575230055,-4.59910239900387,-0.4891806458030494,-7.597924623280816,1.1182021028154694,-0.764142924106406,-2.3767736465808946,1.3050587233262714,1.26231630626822,5.814921810986831,4.129569153251354,0.9961710335350596,-4.580536379559046,4.438844020954486,1.5003794751722763,-0.09865520587059784,0.248941508551979,-2.6628655425938668,300000082
10,-2.7025257276397405,1.659699193558012,2.526489947323386,-11.912424122010515,1.7547310623873948,-1.5213105688103097,5.523687107776061,0.4805514646369223,-4.521782802701322,-5.247147418395139,-0.3829738571555604,-0.7362095068476222,1.217813423989164,-2.065161665275172,-1.2469760532065195,-1.9132929917426986,1.0031059999865828,-1.0760145824350535,-0.19371999629385808,-0.4797162035153195,300000082
11,-2.1039664150272612,0.06858976520385705,1.0632449074640815,-9.55111354176564,-0.9655218449605015,-2.5656554147219954,0.45799919841753306,-1.5121069539157657,-2.0561593805905782,2.582754419682044,-1.0544059846191294,-3.413304697393456,0.22860254793277068,-1.6647182470427817,-1.5668495697490246,-1.9191018002141327,-0.8007922154588162,-4.302167944299046,1.71570731248087,-1.7919848000788776,300000082
